path,problem,solution,grid_size,num_colors
8x8_7c_3_71726d93.txt,"....D..G
.C......
....C...
B.A.....
....F...
.E.E.D..
.A.F.G.B
........","EEEEDDDG
ECCEEEDG
EECCCEDG
BEAEEEDG
BEAEFDDG
BEAEFDGG
BAAFFGGB
BBBBBBBB",8x8,7
9x9_8c_10_3e7e1f61.txt,"....BE...
.A..E..F.
......G..
.........
...B.D...
.........
C..D..H..
....A..FG
C.......H","DDDBBEGGG
DADBEEGFG
DADBBBGFG
DADDDBBFG
DAABDDBFG
DDABBBBFG
CDADDDHFG
CDAAADHFG
CDDDDDHHH",9x9,8
7x7_6c_6_13d5d5cf.txt,"......E
.......
DBC.BD.
.....C.
.A...F.
...E...
.F....A","DDDDDDE
DBBBBDE
DBCCBDE
FFFCCCE
FAFFFFE
FAAEEEE
FFAAAAA",7x7,6
9x9_8c_3_01959e84.txt,"C........
.........
.........
.....G.F.
...HB..E.
.........
F.BHGE.A.
D.....CD.
........A","CCCCCCCCC
FFFFFFFFC
FEEEEEEFC
FEBBBGEFC
FEBHBGEEC
FEBHGGCCC
FEBHGECAA
DEEEEECDA
DDDDDDDDA",9x9,8
10x10_9c_8_84b82713.txt,".......B.B
.........A
.DC.......
......F...
......H.I.
.G...F.DA.
..........
.......I..
...E...C..
E...G....H","IIIIIIIBBB
IDDDDDIIIA
IDCCCDDDIA
IIIICFFDIA
EEEICFHDIA
EGEICFHDAA
EGEICCHHHH
EGEIICCIIH
EGEEIICCIH
EGGGGIIIIH",10x10,9
5x5_3c_3_3b79ecca.txt,".....
B..C.
...A.
.A.B.
....C","BBBBB
BCCCB
CCAAB
CAABB
CCCCC",5x5,3
6x6_5c_3_25f9a72a.txt,"C.D...
....B.
...B..
....E.
C.A..E
D....A","CDDEEE
CDEEBE
CDEBBE
CDEEEE
CDAEEE
DDAAAA",6x6,5
9x9_8c_4_36602eab.txt,"D........
E...B....
..H....B.
.G...E.C.
..A......
........D
..HA...F.
.......CF
........G","DDDDDDDDD
EGGGBBBBD
EGHGGGGBD
EGHHEEGCD
EAAHEGGCD
EAHHEGCCD
EAHAEGCFF
EAAAEGCCF
EEEEEGGGG",9x9,8
9x9_7c_2_056744a7.txt,"....A...D
.FB...C..
......E..
ACG......
.........
.....B...
..D.F....
..G...E..
.........","AAAAADDDD
AFBBBDCCC
AFFFBDEEC
ACGFBDDEC
CCGFBBDEC
CGGFFBDEC
CGDDFDDEC
CGGDDDEEC
CCCCCCCCC",9x9,7
5x5_5c_1_4f5ec3ca.txt,"DECB.
.....
..E.B
DC..A
A....","DECBB
DECCB
DEECB
DCCCA
AAAAA",5x5,5
9x9_8c_4_a50e0622.txt,"D.......D
...GE...E
.........
..H.....C
.........
.......B.
.BA...C..
...GA....
F.FH.....","DDDDDDDDD
GGGGEEEEE
GCCCCCCCC
GCHHHHHHC
GCCCCCCHH
GBBBBBCBH
GBAAABCBH
GGGGABBBH
FFFHHHHHH",9x9,8
8x8_8c_4_f967b217.txt,"GBHF....
......H.
.B....G.
.....AE.
....FC..
.AD...E.
......C.
...D....","GBHFFFFF
GBHHHHHF
GBGGGGGF
GGGAAAEF
DDDAFCEF
DADAFCEF
DAAAFCCF
DDDDFFFF",8x8,8
8x8_8c_7_a3396780.txt,"........
.E..E.A.
CD.B..G.
..BA....
....G.F.
..H.CH..
......F.
D.......","CCCCCCCC
CEEEEAAC
CDBBAAGC
DDBAAGGC
DCCCGGFC
DCHCCHFC
DCHHHHFC
DCCCCCCC",8x8,8
7x7_5c_10_d45b6049.txt,"......D
.A.....
D....C.
..A....
.......
.E...B.
.CBE...","DDDDDDD
DAAAAAA
DCCCCCA
CCAAAAA
CEEEEEE
CEBBBBE
CCBEEEE",7x7,5
7x7_7c_9_0d9589a3.txt,"..EB...
.DA....
...FC..
...A...
.DC...B
.G....F
...E..G","EEEBBBB
EDAFFFB
EDAFCFB
EDAACFB
EDCCCFB
EGGGGFF
EEEEGGG",7x7,7
8x8_8c_4_da9b061d.txt,"BC......
...HA...
..B.....
..ED...C
...E...A
..D....F
....H.FG
......G.","BCCCCCCC
BHHHAAAC
BHBBBBAC
BHEDDBAC
BHEEDBAA
BHDDDBFF
BHHHHBFG
BBBBBBGG",8x8,8
5x5_5c_7_a482332b.txt,"E.DA.
C..B.
.....
..D..
C.EBA","EEDAA
CEDBA
CEDBA
CEDBA
CEEBA",5x5,5
7x7_7c_7_dae1eb3d.txt,"FD.D...
.....A.
F.B...C
G...C.B
....E..
.E.A...
.G.....","FDDDCCC
FEEECAC
FEBECAC
GEBECAB
GEBEEAB
GEBAAAB
GGBBBBB",7x7,7
6x6_4c_8_a09192ab.txt,"C.B...
A.....
...A..
.D....
.C.B..
.....D","CCBBBB
ACCCCB
AAAACB
DDCCCB
DCCBBB
DDDDDD",6x6,4
10x10_9c_9_cd48935d.txt,"......H...
CE......H.
I.........
..C.F.....
..B....F..
..........
..B.......
I.E....D..
..A..DG...
AG........","CCCHHHHFFF
CECHFFFFHF
IECHFHHHHF
IECHFHGGGF
IEBHHHGFGF
IEBGGGGFGF
IEBGFFFFGF
IEEGFDDDGF
AAAGFDGGGF
AGGGFFFFFF",10x10,9
8x8_6c_10_ee06545b.txt,"..BC...F
.E......
....BE..
........
.FD..D..
.......C
........
A......A","BBBCCCCF
BEEEEECF
BBBBBECF
CCCCCCCF
CFDDDDFF
CFFFFFFC
CCCCCCCC
AAAAAAAA",8x8,6
8x8_6c_5_271db818.txt,"CD.....D
....C...
....E.B.
.A..F...
....B...
....E...
.AF.....
........","CDDDDDDD
CCCCCEEE
EEEEEEBE
EAFFFEBE
EAFBBEBE
EAFBEEBE
EAFBBBBE
EEEEEEEE",8x8,6
7x7_5c_8_9adff41d.txt,"C..AB.D
..E.E..
..C....
...A...
.......
B......
D......","CAAABBD
CAEEEBD
CACCCBD
CAAACBD
CCCCCBD
BBBBBBD
DDDDDDD",7x7,5
10x10_9c_10_48c869f8.txt,"..........
..........
..........
....GI....
..DGF....C
......I...
....E.FDA.
..B.HC....
.H..B..E..
.........A","CCCCCCCCCC
CEEEEEEEEC
CEDDDDDDEC
CEDGGIIDEC
CEDGFFIDEC
CEEEEFIDEE
CHHHEFFDAE
CHBHHCAAAE
CHBBBCAEEE
CCCCCCAAAA",10x10,9
6x6_6c_2_396060ff.txt,"AEF...
....D.
...DC.
B.....
....C.
.BA.EF","AEFFFF
AEEDDF
AAEDCF
BAEECF
BAAECF
BBAEEF",6x6,6
5x5_3c_2_87fc29c5.txt,"...A.
.C.B.
..B..
..C..
....A","BBBAA
BCBBA
BCBBA
BCCBA
BBBBA",5x5,3
8x8_6c_9_7d3b36a6.txt,"....AB.E
........
..BD.E..
.....D..
A.......
F.......
C......F
.......C","AAAAABBE
AEEEEEBE
AEBDDEBE
AEBBDDBE
AEEBBBBE
FFEEEEEE
CFFFFFFF
CCCCCCCC",8x8,6
7x7_5c_6_26f5cc22.txt,"DE.B...
.....C.
....C..
.......
....B..
...A.A.
.D.E...","DEBBAAA
DEBAACA
DEBACCA
DEBAAAA
DEBBBAA
DEEAAAA
DDEEAAA",7x7,5
9x9_8c_7_f1829bb0.txt,"G........
.......A.
.H.D...C.
...G.....
E.......F
...A.....
.B....C..
..D...B..
E......HF","GHHHHHHHH
GHAAAAAAH
GHADDDCCH
GGAGGDCHH
EGAAGDCHF
EGGAGDCHF
EBGGGDCHF
EBDDDDBHF
EBBBBBBHF",9x9,8
5x5_3c_9_87fc29c5.txt,"...A.
.C.B.
..B..
..C..
....A","BBBAA
BCBBA
BCBBA
BCCBA
BBBBA",5x5,3
6x6_4c_8_145c5d4f.txt,".....B
..AC..
.....C
...D..
.AB.D.
......","BBBBBB
BAACCC
BABBBC
BABDBB
BABDDB
BBBBBB",6x6,4
5x5_5c_1_22075c83.txt,"C...C
..EDA
.....
.DEBA
....B","CCCCC
EEEDA
EDDDA
EDEBA
EEEBB",5x5,5
5x5_3c_1_87fc29c5.txt,"...A.
.C.B.
..B..
..C..
....A","BBBAA
BCBBA
BCBBA
BCCBA
BBBBA",5x5,3
6x6_6c_1_396060ff.txt,"AEF...
....D.
...DC.
B.....
....C.
.BA.EF","AEFFFF
AEEDDF
AAEDCF
BAEECF
BAAECF
BBAEEF",6x6,6
10x10_9c_10_b9b91263.txt,"..FE.BG...
.D........
.......I..
.E........
.F........
..D.....A.
H.......G.
..HI...BC.
C.........
A.........","FFFEEBGGGG
FDDDEBBBBG
FFFDEIIIBG
EEFDEIBBBG
EFFDEIBGGG
EEDDEIBGAA
HEEEEIBGGA
HHHIIIBBCA
CCCCCCCCCA
AAAAAAAAAA",10x10,9
5x5_5c_3_a482332b.txt,"E.DA.
C..B.
.....
..D..
C.EBA","EEDAA
CEDBA
CEDBA
CEDBA
CEEBA",5x5,5
8x8_8c_8_14eb01d5.txt,"F......H
.C..E..A
..EFDC..
H.......
.G..GD..
........
BA......
.......B","FCCCCCHH
FCEEECHA
FFEFDCHA
HFFFDDHA
HGGGGDHA
HHHHHHHA
BAAAAAAA
BBBBBBBB",8x8,8
